Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,214,256,42,96,255.0,0.2,
Existants,J2,0,0,0,102,-1.0,,
Existants,J3,163,150,-13,73,149.0,-0.08,
Existants,J4,0,0,0,99,-1.0,,
Existants,J5,172,414,242,198,413.0,1.41,
Existants,J6,0,0,0,175,-1.0,,
Existants,J7,54,96,42,210,95.0,0.78,
Existants,J8,345,660,315,87,659.0,0.91,
Existants,J9,373,364,-9,173,363.0,-0.02,
Existants,J10,0,0,0,109,-1.0,,
Nouveaux acceptés,J11,,578,,294,1.97,,
Nouveaux acceptés,J12,,331,,354,0.94,,
Nouveaux acceptés,J13,,5,,242,0.02,,
Nouveaux acceptés,J14,,17,,283,0.06,,
Nouveaux acceptés,J15,,83,,325,0.26,,
Nouveaux acceptés,J16,,111,,317,0.35,,
Nouveaux acceptés,J17,,375,,304,1.23,,
Nouveaux acceptés,J18,,489,,332,1.47,,
Nouveaux acceptés,J19,,456,,271,1.68,,
