Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,14,91,77,179,90.0,5.5,
Existants,J2,130,63,-67,159,62.0,-0.52,
Existants,J3,0,7,7,182,6.0,,
Existants,J4,91,234,143,162,233.0,1.57,
Existants,J5,221,213,-8,116,212.0,-0.04,
Existants,J6,258,308,50,172,307.0,0.19,
Existants,J7,0,0,0,61,-1.0,,
Existants,J8,293,235,-58,167,234.0,-0.2,
Existants,J9,415,463,48,114,462.0,0.12,
Existants,J10,0,0,0,162,-1.0,,
Nouveaux acceptés,J11,,167,,372,0.45,,
Nouveaux acceptés,J12,,380,,433,0.88,,
Nouveaux acceptés,J13,,260,,446,0.58,,
Nouveaux acceptés,J14,,0,,321,0.0,,
