Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,14,13,-1,179,12.0,-0.07,
Existants,J2,130,83,-47,159,82.0,-0.36,
Existants,J3,0,162,162,182,161.0,,
Existants,J4,91,176,85,162,175.0,0.93,
Existants,J5,221,281,60,116,280.0,0.27,
Existants,J6,258,510,252,172,509.0,0.98,
Existants,J7,0,0,0,61,-1.0,,
Existants,J8,293,281,-12,167,280.0,-0.04,
Existants,J9,415,367,-48,114,366.0,-0.12,
Existants,J10,0,0,0,162,-1.0,,
Nouveaux acceptés,J11,,163,,372,0.44,,
Nouveaux acceptés,J12,,715,,433,1.65,,
Nouveaux acceptés,J13,,504,,446,1.13,,
Nouveaux acceptés,J14,,755,,286,2.64,,
Nouveaux acceptés,J15,,0,,297,0.0,,
Nouveaux acceptés,J16,,679,,313,2.17,,
Nouveaux acceptés,J17,,579,,256,2.26,,
Nouveaux acceptés,J18,,769,,167,4.6,,
Nouveaux acceptés,J19,,168,,427,0.39,,
Nouveaux acceptés,J20,,0,,321,0.0,,
