Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,214,185,-29,96,184.0,-0.14,
Existants,J2,0,0,0,102,-1.0,,
Existants,J3,163,150,-13,73,149.0,-0.08,
Existants,J4,0,0,0,99,-1.0,,
Existants,J5,172,171,-1,198,170.0,-0.01,
Existants,J6,0,0,0,175,-1.0,,
Existants,J7,54,99,45,210,98.0,0.83,
Existants,J8,345,350,5,87,349.0,0.01,
Existants,J9,373,321,-52,173,320.0,-0.14,
Existants,J10,0,0,0,109,-1.0,,
Nouveaux acceptés,J11,,322,,294,1.1,,
Nouveaux acceptés,J12,,347,,325,1.07,,
Nouveaux acceptés,J13,,246,,304,0.81,,
Nouveaux acceptés,J14,,386,,332,1.16,,
Nouveaux acceptés,J15,,1,,271,0.0,,
