Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,214,214,0,96,213.0,0.0,
Existants,J2,0,0,0,102,-1.0,,
Existants,J3,163,163,0,73,162.0,0.0,
Existants,J4,0,0,0,99,-1.0,,
Existants,J5,172,172,0,198,171.0,0.0,
Existants,J6,0,0,0,175,-1.0,,
Existants,J7,54,54,0,210,53.0,0.0,
Existants,J8,345,345,0,87,344.0,0.0,
Existants,J9,373,388,15,173,387.0,0.04,
Existants,J10,0,0,0,109,-1.0,,
Nouveaux acceptés,J11,,240,,558,0.43,,
Nouveaux acceptés,J12,,198,,514,0.39,,
Nouveaux acceptés,J13,,0,,498,0.0,,
Nouveaux acceptés,J14,,178,,528,0.34,,
Nouveaux acceptés,J15,,383,,527,0.73,,
Nouveaux acceptés,J16,,0,,488,0.0,,
Nouveaux acceptés,J17,,342,,512,0.67,,
Nouveaux acceptés,J18,,442,,514,0.86,,
Nouveaux acceptés,J19,,255,,492,0.52,,
