Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,14,94,80,179,93.0,5.71,
Existants,J2,130,29,-101,159,28.0,-0.78,
Existants,J3,0,58,58,182,57.0,,
Existants,J4,91,167,76,162,166.0,0.84,
Existants,J5,221,81,-140,116,80.0,-0.63,
Existants,J6,258,235,-23,172,234.0,-0.09,
Existants,J7,0,0,0,61,-1.0,,
Existants,J8,293,299,6,167,298.0,0.02,
Existants,J9,415,470,55,114,469.0,0.13,
Existants,J10,0,0,0,162,-1.0,,
Nouveaux acceptés,J11,,148,,372,0.4,,
Nouveaux acceptés,J12,,338,,297,1.14,,
